"index","type","tag","title","author","year","volume","number","journal","pages","editor","booktitle","publisher","address","doi","misc","keywords","url","Link"
"179","techreport","tbep0911","Development of Numeric Nutrient Criteria for Boca Ciega Bay, Terra Ceia Bay, and Manatee River, Florida","Janicki Environmental, Inc.","2011","NA","#09-11","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, nitrogen, light attenuation, seagrass, chlorophyll","https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_09_11_BCB_TCB_MR_NNC_Full_Technical_Document_Final_22Sept2011.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_09_11_BCB_TCB_MR_NNC_Full_Technical_Document_Final_22Sept2011.pdf"">View Document</a>"
"178","techreport","tbep10a11","Development of Numeric Nutrient Criteria Recommendations for the Tampa Bay Estuary: Summary and Technical Support Documents","Janicki Environmental, Inc.","2011","NA","#10a-11","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, nitrogen, light attenuation, seagrass, chlorophyll","https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_10a_11_Estuarine_NNC_Executive_Summary_22Feb2011.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2011/TBEP_10a_11_Estuarine_NNC_Executive_Summary_22Feb2011.pdf"">View Document</a>"
"177","techreport","tbep1111","A multiscale approach to seagrass recovery in Tampa Bay, Florida","H. Greening, L. Cross, E.T. Sherwood","2011","NA","#11-11","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, restoration, water quality, nitrogen","http://muse.jhu.edu/login?auth=0&type=summary&url=/journals/ecological_restoration/v029/29.1.greening.html","<a href=""http://muse.jhu.edu/login?auth=0&type=summary&url=/journals/ecological_restoration/v029/29.1.greening.html"">View Document</a>"
"176","techreport","tbep0110","Data Summary from the Tampa Bay Interagency Seagrass Monitoring Program Through Year 2008","W. Avery, R. Johansson","2010","NA","#01-10","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","assessment, seagrass, water quality, nitrogen, monitoring","https://tbeptech.org/TBEP_TECH_PUBS/2010/TBEP_01_10_Data_Summary_from%20TBISP_thru2008Final.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2010/TBEP_01_10_Data_Summary_from%20TBISP_thru2008Final.pdf"">View Document</a>"
"175","techreport","tbep0210","2009 Tampa Bay Water Quality Assessment","E. Sherwood","2010","NA","#02-10","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","status and trends, water quality, chlorophyll, seagrass, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/2010/TBEP_02_10_2009_Decision_Matrix_Results_Update.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2010/TBEP_02_10_2009_Decision_Matrix_Results_Update.pdf"">View Document</a>"
"174","techreport","tbep0310","2009 Reasonable Assurance Addendum: Allocation and Assessment Report","Tampa Bay Nitrogen Management Consortium","2010","NA","#03-10","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","pollutant loading, nitrogen, program guidance, regulations, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2010/FINAL_NMC_APPROVED_2009_RA_Addendum_Addressing_FDEP_Comments_01222010.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2010/FINAL_NMC_APPROVED_2009_RA_Addendum_Addressing_FDEP_Comments_01222010.pdf"">View Document</a>"
"173","techreport","tbep0410","Development of Proposed Tampa Bay Protective Total Phosphorus Loads","Janicki Environmental Inc.","2010","NA","#04-10","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","assessment, water quality, nitrogen, pollutant loading, program guidance","https://tbeptech.org/TBEP_TECH_PUBS/2010/TBEP_04_10_Final_Development_of_Protective_TP_Loads.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2010/TBEP_04_10_Final_Development_of_Protective_TP_Loads.pdf"">View Document</a>"
"172","techreport","tbep0510","Empirical Approaches to Establishing Numeric Nutrient Criteria for Southwest Florida Estuaries","Janicki Environmental Inc.","2010","NA","#05-10","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","regulations, water quality, assessment, nitrogen","https://tbeptech.org/TBEP_TECH_PUBS/2010/TBEP_05_10_SW_Florida_NEP_NNC_Methods-July_14_2010.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2010/TBEP_05_10_SW_Florida_NEP_NNC_Methods-July_14_2010.pdf"">View Document</a>"
"171","techreport","tbep0109","Restoration of Seagrass Habitat in Tampa Bay using Large Manatee grass (Syringodium filiforme) units and a Discussion of Planting Site Sediment Elevation Dynamics","W. Avery, R. Johansson","2009","NA","#01-09","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, restoration, water quality, monitoring","https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_01_09_SeagrassRestorationUsingLargeManateeGrassSods.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_01_09_SeagrassRestorationUsingLargeManateeGrassSods.pdf"">View Document</a>"
"170","techreport","tbep0209","2008 Tampa Bay Water Quality Assessment","E. Sherwood","2009","NA","#02-09","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","status and trends, water quality, chlorophyll, seagrass, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_02_09_2008_Decision_Matrix_Results.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_02_09_2008_Decision_Matrix_Results.pdf"">View Document</a>"
"169","techreport","tbep0309","Field Measurements of Bottom Stress due to Wave Action and Tidal Velocity in Tampa Bay to Support Seagrass Restoration and Shoreline Protection","S. Gilbert, B. Robbins, M. Luther, R. Lewis III","2009","NA","#03-09","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, restoration, shipping, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_03_09_FieldMeasurementsofWaveAction.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_03_09_FieldMeasurementsofWaveAction.pdf"">View Document</a>"
"168","techreport","tbep0409","A Tampa Bay Estuary Program Progress Report 2009","N. O'Hara","2009","NA","#04-09","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, seagrass, fish and wildlife, education, recreation","https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_04_09_TBEP_Progress_Report_2009.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_04_09_TBEP_Progress_Report_2009.pdf"">View Document</a>"
"167","techreport","tbep0509","The Benthic Macrofaunal Community and Sediment Quality Conditions in Clam Bayou, Pinellas County, Florida","D. Karlen, T. Dix, B. Goetting, S. Markham","2009","NA","#05-09","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, monitoring, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_05_09_Clam_Bayou_Benthic_Report.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_05_09_Clam_Bayou_Benthic_Report.pdf"">View Document</a>"
"166","techreport","tbep0609","Tampa Bay Estuary Program Habitat Master Plan Update","D. Robison","2010","NA","#06-09","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, water quality, sea level rise, climate change, dredging","https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_06_09_Habitat_Master_Plan_Update_Report_July_2010.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_06_09_Habitat_Master_Plan_Update_Report_July_2010.pdf"">View Document</a>"
"165","techreport","tbep0709","Areal Extent, Source and Ecological Status of Organic Sediment Accumulation in Safety Harbor, Tampa Bay","E. Peebles, D. Hollander, S. Locker, P. Swarzenski, G. Brooks","2009","NA","#07-09","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, recreation","https://tbeptech.org/attachments/article/51/USF_SafetyHarborStudy_FinalReport_121809.pdf","<a href=""https://tbeptech.org/attachments/article/51/USF_SafetyHarborStudy_FinalReport_121809.pdf"">View Document</a>"
"164","techreport","tbep0809","Characterization of the Underwater Light Environment and Its Relevance to Seagrass Recovery and Sustainability in Tampa Bay, Florida","C. Anastasiou","2009","NA","#08-09","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, light attenuation, water quality, chlorophyll","https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_08_09_TB_Light_Characterization_Anastasiou_Dissertation.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_08_09_TB_Light_Characterization_Anastasiou_Dissertation.pdf"">View Document</a>"
"163","techreport","tbep0909","Knowledge-Based Seagrass Maps for Tampa Bay, Florida","Coastal Resources Group, Inc.","2009","NA","#09-09","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, monitoring, status and trends, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_09_09_Knowledged_Based_Seagrass_Maps_Narrative_Final.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2009/TBEP_09_09_Knowledged_Based_Seagrass_Maps_Narrative_Final.pdf"">View Document</a>"
"162","techreport","tbep0108","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2007 Data","E. Sherwood","2008","NA","#01-08","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","assessment, chlorophyll, light attenuation, water quality, seagrass","https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_01_08_Decision_Matrix_Results_2007.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_01_08_Decision_Matrix_Results_2007.pdf"">View Document</a>"
"161","techreport","tbep0208","Tampa Bay Tidal Tributary Habitat Initiative: Integrated Summary Document","E. Sherwood","2008","NA","#02-08","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, bay habitats, assessment, fish and wildlife, tributary","https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_02_08_Tidal_Tributary_Habitat_Initiative_Integrated_Summary_Report.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_02_08_Tidal_Tributary_Habitat_Initiative_Integrated_Summary_Report.pdf"">View Document</a>"
"160","techreport","tbep0308","Tampa Bay Tidal Tributary Initiative: Public Summary Document","L. Cross","2008","NA","#03-08","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","education, fish and wildlife, bay habitats, tributary","https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_03_08_Tidal_Tributaries_Public_Summary_Document.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_03_08_Tidal_Tributaries_Public_Summary_Document.pdf"">View Document</a>"
"159","techreport","tbep0408","Tampa Bay Interagency Seagrass Monitoring Program Synopsis: 1997-2006","W. Avery, R. Johansson","2008","NA","#04-08","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, monitoring, assessment, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_04_08_Seagrass_Transect_Synthesis.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_04_08_Seagrass_Transect_Synthesis.pdf"">View Document</a>"
"158","techreport","tbep0508","Tampa Bay Benthic Interpretive Report: 1993-2004 Bay Wide Report","D. Karlen, T. Dix, B. Goetting, S. Markham, C. Meyer, M. Flock, G. Blanchard","2008","NA","#05-08","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","monitoring, benthos, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_05_08_Tampa%20Bay%20Benthic%20Interpretive%20Report%201993-2004%20Bay%20Wide%20Report%20FINAL.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_05_08_Tampa%20Bay%20Benthic%20Interpretive%20Report%201993-2004%20Bay%20Wide%20Report%20FINAL.pdf"">View Document</a>"
"157","techreport","tbep0608","Tampa Bay Model Regional Fertilizer Ordinance","Tampa Bay Estuary Program","2008","NA","#06-08","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","nitrogen, regulations, pollutant loading, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_06_08_Model_Regional_Fertilizer_Ordinance.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_06_08_Model_Regional_Fertilizer_Ordinance.pdf"">View Document</a>"
"156","techreport","tbep0708","Model-Based Estimates of Nitrogen Load Reductions Associated with Fertilizer Restriction Implementation","Tampa Bay Estuary Program","2008","NA","#07-08","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","nitrogen, regulations, water quality, stormwater","https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_07_08_Final_Reduction_Credits_TBEP_Regional_Fertilizer_Guideline_Recommendations.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_07_08_Final_Reduction_Credits_TBEP_Regional_Fertilizer_Guideline_Recommendations.pdf"">View Document</a>"
"155","techreport","tbepxx08","Estimation of Nitrogen Loading from Residential Irrigation","Janicki Environmental Inc.","2008","NA","NA","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","nitrogen, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_TECH_MEMO_Nitrogen_Estimates_in_Reclaimed_Water.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2008/TBEP_TECH_MEMO_Nitrogen_Estimates_in_Reclaimed_Water.pdf"">View Document</a>"
"154","techreport","tbep0107","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2006 Data","A. Poe, A. Janicki","2007","NA","#01-07","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","chlorophyll, light attenuation, water quality, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_01_07_Decision_Rule.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_01_07_Decision_Rule.pdf"">View Document</a>"
"153","techreport","tbep0207","Tampa Bay Epilithic Survey","A. Weinkauf, T. Cuba","2007","NA","#02-07","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","fish and wildlife, restoration, bay habitats, fish and wildlife, invasive species","https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_02_07Epilithic_Survey.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_02_07Epilithic_Survey.pdf"">View Document</a>"
"152","techreport","tbep0307","Feather Sound Seagrass Recovery Project: Final Report and Management Recommendations for Feather Sound, Old Tampa Bay, Florida","L.M. Cross","2007","NA","#03-07","NA","NA","NA","NA","Report to the Pinellas County Environmental Fund","NA","NA","NA","seagrass, modelling, water quality, wastewater","https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_03_07%20FSound%20SeagrassProject.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_03_07%20FSound%20SeagrassProject.pdf"">View Document</a>"
"151","techreport","tbep0407","CMAQ-UCD Atmospheric Deposition Estimates to Tampa Bay Watershed Sub-basins and Tampa Bay Waters","R.L. Dennis, J. Arnold","2007","NA","#04-07","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","modelling, nitrogen, assessment, water quality","https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_04_07%20Atm%20Deposition%20to%20TB.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_04_07%20Atm%20Deposition%20to%20TB.pdf"">View Document</a>"
"150","techreport","tbep0507","Tampa Bay Seagrass Management Area Determination, Status & Trends, & Water Quality Target Attainment","E. Sherwood, others","2007","NA","#05-07","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","assessment, bay habitats, water quality, seagrass, chlorophyll","https://tbeptech.org/TBEP_TECH_PUBS/2007/Baywide_TBEP_05_07%20Seagrass_Management_Analysis_2007_wAppendices.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2007/Baywide_TBEP_05_07%20Seagrass_Management_Analysis_2007_wAppendices.pdf"">View Document</a>"
"149","techreport","tbep0607","Technical Memorandum: Analysis of Seagrass Change in Tampa Bay","Janicki Environmental, Inc.","2007","NA","#06-07","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","assessment, bay habitats, seagrass, status and trends, monitoring","https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_06_07_TechnicalMemo_SG_Change_TBEP_09122007.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2007/TBEP_06_07_TechnicalMemo_SG_Change_TBEP_09122007.pdf"">View Document</a>"
"148","techreport","tbep0106","Development of a Benthic Index to Establish Sediment Quality Targets for the Tampa Bay Estuary","D. Wade, K. Malloy, A. Janicki, R. Nijbroek, S. Grabe","2006","NA","#01-06","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","assessment, benthos, contaminants, monitoring, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_01_06TBay%20BenthicIndex.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_01_06TBay%20BenthicIndex.pdf"">View Document</a>"
"147","techreport","tbep0206","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2005 Data","A. Poe, A. Janicki, S. Janicki","2006","NA","#02-06","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","chlorophyll, light attenuation, water quality, assessment, status and trends","https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_02_06_Decision_Rule_2005.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_02_06_Decision_Rule_2005.pdf"">View Document</a>"
"146","techreport","tbep0306","Tampa Bay Oyster Mapping and Assessment","K. O'Keefe, W. Arnold, D.Reed","2006","NA","#03-06","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, fish and wildlife, assessment, restoration, shellfish","https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_03_06_OysterMapping.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_03_06_OysterMapping.pdf"">View Document</a>"
"145","techreport","tbep0406","Benthic Oxygen and Nutrient Fluxes in Tampa Bay","P. Carlson, L. Yarbro","2006","NA","#04-06","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, assessment, nitrogen, pollutant loading, modelling","https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_04_06_BenthicFlux.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_04_06_BenthicFlux.pdf"">View Document</a>"
"144","techreport","tbep0506","Gammaridean Amphipoda of Tampa Bay, Florida (Gulf of Mexico): Taxonomic Composition, Distribution, and Association with abiotic variables","S. Grabe, D.Karlen, C. Holden, B. Goetting, S. Markham, T. Dix","2006","NA","#05-06","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","benthos, contaminants, fish and wildlife, bay habitats, benthos","https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_05_06_Amphipods.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_05_06_Amphipods.pdf"">View Document</a>"
"143","techreport","tbep0606","Baywide Environmental Monitoring Report, 2002-2005","A. Poe","2006","NA","#06-06","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","monitoring, bay habitats, water quality, fish and wildlife, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_06_06_BEMRFinal.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_06_06_BEMRFinal.pdf"">View Document</a>"
"142","techreport","tbep0706","Data Summary from the Tampa Bay Interagency Seagrass Monitoring Program through Year 2005","W. Avery, R. Johansson","2006","NA","#07-06","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","assessment, bay habitats, seagrass, monitoring, seagrass","https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_07_06_Seagrass_Monitoring.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2006/TBEP_07_06_Seagrass_Monitoring.pdf"">View Document</a>"
"141","techreport","tbep0105","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2004 Data","Janicki Environmental, Inc.","2005","NA","#01-05","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, chlorophyll, light attenuation, status and trends, seagrass","https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_01_05Decision_Rule.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_01_05Decision_Rule.pdf"">View Document</a>"
"140","techreport","tbep0205","Estimates of Total Nitrogen, Total Phosphorus, Total Suspended Solids, and Biochemical Oxygen Demand Loadings to Tampa Bay, Florida: 1999 -2003","A. Poe, K. Hackett, S. Janicki, R. Pribble, A. Janicki","2005","NA","#02-05","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","pollutant loading, water quality, nitrogen, chlorophyll, modelling","https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_02_05Loadings99_03.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_02_05Loadings99_03.pdf"">View Document</a>"
"139","techreport","tbep0305","Data Summary from the Tampa Bay Interagency Seagrass Monitoring Program through Year 2004","W. Avery, R. Johansson","2005","NA","#03-05","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, monitoring, bay habitats, status and trends, spatial analysis","https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_03_05SeagrassMonitoring.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_03_05SeagrassMonitoring.pdf"">View Document</a>"
"138","techreport","tbep0405","Tampa Bay Dredged Hole Habitat Assessment Project","L. Griffen, H. Greening","2005","NA","#04-05","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","bay habitats, benthos, fish and wildlife, contaminants, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_04-05TBayDredgedHole.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_04-05TBayDredgedHole.pdf"">View Document</a>"
"137","proceedings","tbep0505","Bay Area Scientific Information Symposium 4 : Linking Science to Management","S. F. Treat","2005","NA","NA","NA","NA","NA","NA","Proceedings of a Workshop October 27-30, 2003","St. Petersburg, Florida","NA","#05-05","monitoring, bay habitats, water quality, fish and wildlife, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_05_05BASIS%204%20Workshop%20Proceedings.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2005/TBEP_05_05BASIS%204%20Workshop%20Proceedings.pdf"">View Document</a>"
"136","techreport","tbep0104","Tracking Chlorophyll-a and Light Attenuation in Tampa Bay: Application to 2003 Data","Janicki Environmental, Inc.","2004","NA","#01-04","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","water quality, chlorophyll, light attenuation, monitoring, pollutant loading","https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_01_04%20Decision_Rule_2003.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_01_04%20Decision_Rule_2003.pdf"">View Document</a>"
"135","techreport","tbep0204","Nonindigenous Marine Species in the Greater Tampa Bay Ecosystem, Literature Review and Field Survey of Tampa Bay for Nonindigenous Marine and Estuarine Species","P. Baker, S.M. Baker, J. Fajans","2004","NA","#02-04","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","fish and wildlife, invasive species, assessment, bay habitats, restoration","https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_02_04Invasives.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_02_04Invasives.pdf"">View Document</a>"
"134","techreport","tbep0304","Seagrass Communities of the Gulf Coast of Florida: Status and Ecology","Dawes, C.J., R.C. Phillips, G. Morrison","2004","NA","#03-04","NA","NA","NA","NA","Florida Fish and Wildlife Conservation Commission Fish and Wildlife Research Institute and the Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, bay habitats, status and trends, fish and wildlife, light attenuation","https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_03_04Seagrasses.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_03_04Seagrasses.pdf"">View Document</a>"
"133","techreport","tbep0404","Interim Report of a Pilot Study to Evaluate Impacts to Water Quality and Seagrass Meadows from the Green Mussel (Perna Viridis) Invasion in Hillsborough Bay, Tampa Bay, Florida","J.O.R. Johansson, W.M. Avery","2004","NA","#04-04","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","invasive species, shellfish, seagrass, water quality, assessment","https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_04_04GreenMussels.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_04_04GreenMussels.pdf"">View Document</a>"
"132","techreport","tbep0504","Data Summary from the Tampa Bay Interagency Seagrass Monitoring Program Through 2003","W. Avery, R. Johansson","2004","NA","#05-04","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, monitoring, bay habitats, status and trends, spatial analysis","https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_05_04SeagrassMonitoringthru2003.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_05_04SeagrassMonitoringthru2003.pdf"">View Document</a>"
"131","techreport","tbep0604","Effects of Changes in Freshwater Inflows on Biological Resources of Tampa Bay Tributaries","Janicki Environmental, Inc.","2004","NA","#06-04","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","modelling, bay habitats, water quality, fish and wildlife, tributary","https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_06_04FreshwaterInflow.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_06_04FreshwaterInflow.pdf"">View Document</a>"
"130","techreport","tbep0704","Factors Influencing Seagrass Recovery in Feather Sound, Tampa Bay, Florida","L. Griffen, H. Greening","2004","NA","#07-04","NA","NA","NA","NA","Tampa Bay Estuary Program","St. Petersburg, Florida","NA","NA","seagrass, restoration, water quality, chlorophyll, modelling","https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_07_04FeatherSound_Public%20Report.pdf","<a href=""https://tbeptech.org/TBEP_TECH_PUBS/2004/TBEP_07_04FeatherSound_Public%20Report.pdf"">View Document</a>"
